sku,category,units_sold,sales_total,total_value,value_pct,cum_value_pct,ABC_class,profit_sum,profit_pct,cum_profit_pct,ABC_profit
OFF-AP-10001634,Office Supplies,8,18.096,18.096,0.0007877413034590617,99.97393540937831,C,-2.5056000000000003,-0.0008748694330434093,126.7785931029461,C
OFF-AP-10001947,Office Supplies,31,289.456,289.456,0.01260037835621387,95.44362233146944,C,-113.76719999999999,-0.03972359744689341,124.96675575589592,C
OFF-AP-10001962,Office Supplies,28,229.88600000000002,229.88600000000002,0.010007222440704571,96.47461580745603,C,53.696,0.0187487983224373,120.6957784854645,C
OFF-AP-10002082,Office Supplies,14,239.58,239.58,0.010429214272917884,96.29041628563243,C,41.382,0.014449172604646534,122.86030081995088,C
OFF-AP-10002118,Office Supplies,14,2706.08,2706.08,0.11779901560922293,64.7664979938106,A,578.6848,0.20205684981115846,73.9392719739306,B
OFF-AP-10002191,Office Supplies,15,737.754,737.754,0.0321153457997423,88.51099498693668,B,89.97,0.03141443282683411,115.6623365472658,C
OFF-AP-10002203,Office Supplies,2,1.624,1.624,7.069473236171068e-05,100.00000000000023,C,-4.466,-0.0015593737579708915,126.76120845987111,C
OFF-AP-10002222,Office Supplies,13,107.508,107.508,0.004679956457353935,98.7298583896496,C,25.229699999999998,0.008809344402480563,124.92678054968746,C
OFF-AP-10002287,Office Supplies,22,83.904,83.904,0.0036524450887173475,99.1965297280279,C,12.7604,0.004455493260459418,126.33203542144216,C
OFF-AP-10002311,Office Supplies,26,1383.0810000000001,1383.0810000000001,0.060207229759585694,79.91734571091219,B,381.2074,0.13310452662434233,89.64603415776367,B
OFF-AP-10002350,Office Supplies,29,516.216,516.216,0.022471522143369976,91.76963232656506,C,122.8368,0.042890390155199014,111.2923120177823,C
OFF-AP-10002403,Office Supplies,14,448.902,448.902,0.019541260311968376,93.19299289398755,C,-7.041599999999996,-0.002458684785966821,126.72855382559982,C
OFF-AP-10002439,Office Supplies,16,823.2520000000001,823.2520000000001,0.03583717968364719,87.50226854945078,B,-17.03280000000001,-0.005947268550104481,126.56683894558786,C
OFF-AP-10002457,Office Supplies,20,1674.4,1674.4,0.0728887068143155,76.25621759393002,B,146.51000000000002,0.05115625823562815,108.70013921656634,C
OFF-AP-10002472,Office Supplies,10,259.8,259.8,0.011309415928308149,95.94271573675847,C,90.93,0.03174963184332583,115.34695414746339,C
OFF-AP-10002495,Office Supplies,8,452.96500000000003,452.96500000000003,0.019718127736590072,93.11461498498028,C,105.48499999999999,0.036831737765239465,113.75883738807735,C
OFF-AP-10002518,Office Supplies,21,2883.276,2883.276,0.12551257705969437,62.94564502779971,A,229.59420000000003,0.0801664062835469,101.69552367240964,C
OFF-AP-10002534,Office Supplies,18,2946.2,2946.2,0.12825173675127585,62.4403353180304,A,-872.0751999999999,-0.3044986972362778,112.71372927828156,C
OFF-AP-10002578,Office Supplies,21,929.48,929.48,0.04046141615490323,86.09730562009744,B,169.2632,0.05910089392525271,106.17465775133782,C
OFF-AP-10002651,Office Supplies,31,6832.908,6832.908,0.29744495216267963,34.094168160711796,A,460.35269999999986,0.16073934612428262,84.25043035285168,B
OFF-AP-10002670,Office Supplies,4,277.92,277.92,0.012098201981506547,95.62773918746991,C,83.376,0.029112034582306552,116.50944553101122,C
OFF-AP-10002684,Office Supplies,31,3039.5,3039.5,0.1323132013629431,61.27361575670742,A,401.21400000000006,0.14009014396115838,88.55357419381986,B
OFF-AP-10002734,Office Supplies,3,675.12,675.12,0.029388810167511156,89.30528343229345,B,290.3016,0.1013633445895572,96.08576889750516,C
OFF-AP-10002765,Office Supplies,15,386.75399999999996,386.75399999999996,0.016835880861958773,94.03437024735818,C,100.662,0.035147711873010724,114.18784785498333,C
OFF-AP-10002867,Office Supplies,15,664.832,664.832,0.028940960779249278,89.4800036785446,B,-78.016,-0.027240506740227738,125.59482789481788,C
OFF-AP-10002892,Office Supplies,22,464.196,464.196,0.020207027083360005,92.87521672011623,C,110.304,0.03851436699489951,113.00702356430953,C
OFF-AP-10002906,Office Supplies,6,9.768,9.768,0.00042521314390959975,99.99610343172243,C,0.4439999999999999,0.00015502954512742402,126.7880533968553,C
OFF-AP-10002945,Office Supplies,40,11304.44,11304.44,0.4920962809723009,19.065779517547398,A,3247.02,1.1337478234676766,24.60041675077237,A
OFF-AP-10002998,Office Supplies,17,333.564,333.564,0.014520454252156196,94.91741688688234,C,86.8566,0.030327340516474368,116.09384655133789,C
OFF-AP-10003040,Office Supplies,25,665.6759999999999,665.6759999999999,0.028977701145082583,89.45106271776535,B,43.706,0.01526063355707026,122.384431241451,C
OFF-AP-10003057,Office Supplies,14,3855.1800000000003,3855.1800000000003,0.1678207625038299,54.61082879083405,A,1503.5202,0.5249775961619225,44.677028951100986,A
OFF-AP-10003099,Office Supplies,4,197.72,197.72,0.008606996602559995,96.99023671830902,C,55.3616,0.01933036861605045,120.37153541391025,C
OFF-AP-10003217,Office Supplies,12,1524.5320000000002,1524.5320000000002,0.06636476706703417,77.85482362941633,B,53.0272,0.018515276340948062,120.77024518163824,C
OFF-AP-10003266,Office Supplies,12,151.062,151.062,0.006575916046813263,97.91842490457041,C,47.9844,0.016754503840568393,121.7591669878737,C
OFF-AP-10003278,Office Supplies,10,106.172,106.172,0.004621798721864252,98.7530171829965,C,2.794,0.000975568804247799,126.77351148585612,C
OFF-AP-10003281,Office Supplies,15,149.916,149.916,0.006526029246759986,97.93805409798544,C,22.971,0.00802068396649112,125.24442425093831,C
OFF-AP-10003287,Office Supplies,22,937.848,937.848,0.04082568556401825,85.97532494141905,B,130.4832,0.045560250321555626,110.23459640956166,C
OFF-AP-10003590,Office Supplies,9,3051.3,3051.3,0.13282686998478313,60.87645135729968,A,697.44,0.24352208548124016,69.96837984226846,A
OFF-AP-10003622,Office Supplies,29,87.75,87.75,0.0038198662344458814,99.1070733798472,C,20.8325,0.007273993240691579,125.53733117260268,C
OFF-AP-10003779,Office Supplies,8,1473.108,1473.108,0.06412621662555104,78.30793664969619,B,311.22,0.10866733115891197,95.03156020424487,C
OFF-AP-10003842,Office Supplies,24,693.952,693.952,0.030208590462976505,89.0673154733538,B,143.74720000000002,0.05019158339941634,108.95204274395557,C
OFF-AP-10003849,Office Supplies,16,5009.48,5009.48,0.2180688718419596,45.339704085082964,A,715.64,0.2498769001688958,68.7413004965617,A
OFF-AP-10003860,Office Supplies,10,244.288,244.288,0.010634159346784224,96.23810549205893,C,41.64,0.014539257340328687,122.83133794893091,C
OFF-AP-10003884,Office Supplies,3,180.66,180.66,0.007864353662848923,97.28018345806122,C,50.5848,0.01766247417649036,121.24189394110579,C
OFF-AP-10003914,Office Supplies,5,13.0,13.0,0.0005659061088067973,99.98930341685652,C,1.3,0.00045391533483254786,126.78555001886716,C
OFF-AP-10003971,Office Supplies,29,262.449,262.449,0.011424730180787318,95.90869398387188,C,28.749599999999997,0.010038372546386013,124.55112657339471,C
OFF-AP-10004036,Office Supplies,16,199.72799999999998,199.72799999999998,0.008694407330751077,96.93854537426846,C,17.52,0.00611738205097403,125.85151984490749,C
OFF-AP-10004052,Office Supplies,18,56.09,56.09,0.0024416672033056356,99.63454915305489,C,3.4759999999999995,0.001213699772213797,126.75926807656441,C
OFF-AP-10004136,Office Supplies,6,147.528,147.528,0.006422076647696091,97.98984216843935,C,-36.882000000000005,-0.012877927214841562,126.26640596800566,C
OFF-AP-10004233,Office Supplies,9,299.20799999999997,299.20799999999997,0.013024895000297243,95.30230599922776,C,-177.22320000000002,-0.061880252436996616,123.56959272806549,C
OFF-AP-10004249,Office Supplies,22,234.61200000000002,234.61200000000002,0.01021295107687541,96.41396878158743,C,42.3738,0.014795475088559554,122.68469913351754,C
OFF-AP-10004336,Office Supplies,12,546.816,546.816,0.023803578061022897,91.1462482225677,C,61.5168,0.021479552976789912,119.24861354101147,C
OFF-AP-10004487,Office Supplies,36,2488.392,2488.392,0.10832278722353568,67.0301550339359,A,380.5776,0.13288462210289806,89.91190647566702,B
OFF-AP-10004532,Office Supplies,20,409.6,409.6,0.017830395551328013,93.77419061294783,C,110.592,0.03861492669984703,112.96850919731463,C
OFF-AP-10004540,Office Supplies,13,1042.08,1042.08,0.045363033681952866,84.76505193131888,B,291.7824,0.1018803890724957,95.9844055529156,C
OFF-AP-10004655,Office Supplies,5,47.544000000000004,47.544000000000004,0.002069649233623875,99.74889331186988,C,10.188,0.00355729956251846,126.45963772604391,C
OFF-AP-10004708,Office Supplies,30,867.768,867.768,0.03777501632515822,86.87750182800151,B,57.09,0.01993386651199243,120.05800959766046,C
OFF-AP-10004785,Office Supplies,18,203.94,203.94,0.00887776091000448,96.8685009986195,C,87.6942,0.030619801658363397,116.03301243408143,C
OFF-AP-10004859,Office Supplies,35,432.432,432.432,0.018824300803349306,93.49953748578609,C,60.424,0.021097984763016827,119.46144459504333,C
OFF-AP-10004868,Office Supplies,18,91.68599999999999,91.68599999999999,0.003991205191696924,99.01722433635823,C,-10.4118,-0.0036354428332380936,126.68766670348349,C
OFF-AP-10004980,Office Supplies,14,303.36,303.36,0.013205636705202311,95.23695968903161,C,-20.476799999999997,-0.00714979502176855,126.49312138429941,C
OFF-AR-10000034,Office Supplies,29,118.72,118.72,0.005168028710580229,98.53941901294533,C,43.7144,0.015263566548464561,122.36917060789392,C
OFF-AR-10000122,Office Supplies,24,118.296,118.296,0.0051495714651852995,98.54972808099822,C,17.856,0.006234701706746135,125.82065629071433,C
OFF-AR-10000127,Office Supplies,22,65.6,65.6,0.0028556492875173767,99.49935270359882,C,14.3664,0.005016253281798705,126.17532810048746,C
OFF-AR-10000203,Office Supplies,18,68.48,68.48,0.0029810192562376523,99.44395641579513,C,13.781600000000001,0.0048120612142524945,126.23439687117364,C
OFF-AR-10000246,Office Supplies,23,61.716,61.716,0.0026865739547015616,99.56314281552697,C,14.4004,0.005028124913632786,126.17031184720567,C
OFF-AR-10000255,Office Supplies,13,75.92,75.92,0.003304891675431696,99.34635528570901,C,19.7392,0.006892250444097407,125.65080812081632,C
OFF-AR-10000315,Office Supplies,8,23.332,23.332,0.0010156708715907841,99.96003658122105,C,4.912000000000001,0.0017151016343826737,126.7293866554896,C
OFF-AR-10000369,Office Supplies,11,13.622,13.622,0.0005929825395512456,99.98699086330849,C,2.3074,0.0008056648027635546,126.77971832414464,C
OFF-AR-10000380,Office Supplies,44,1617.9479999999999,1617.9479999999999,0.07043128130244154,76.89622745349796,B,448.164,0.15648347086145692,84.87984499875125,B
OFF-AR-10000390,Office Supplies,21,83.426,83.426,0.0036316371564089132,99.2147141196159,C,36.5918,0.01277659934548125,123.55317618165014,C
OFF-AR-10000411,Office Supplies,6,86.076,86.076,0.0037469949401272218,99.14117070296496,C,19.128,0.006678840403597674,125.69162904112689,C
OFF-AR-10000422,Office Supplies,16,29.346,29.346,0.0012774677437726364,99.92733565319242,C,3.7668,0.0013152371409594164,126.7478403040947,C
OFF-AR-10000462,Office Supplies,14,22.4,22.4,0.0009750997567132507,99.96200767572927,C,9.632,0.0033631634654670006,126.50103564257817,C
OFF-AR-10000475,Office Supplies,8,83.952,83.952,0.003654534588196019,99.1892230966009,C,15.857600000000001,0.005536929087415855,125.98540238241567,C
OFF-AR-10000538,Office Supplies,15,405.36,405.36,0.017645823097378718,93.86276144866198,C,109.785,0.03833315002660867,113.04535671433614,C
OFF-AR-10000588,Office Supplies,26,476.16,476.16,0.020727834828418817,92.63090734791501,C,94.4384,0.032974644582346224,114.86269904181748,C
OFF-AR-10000614,Office Supplies,19,67.83000000000001,67.83000000000001,0.002952723950797313,99.45878724778235,C,17.6358,0.0061578154323383445,125.83924894216157,C
OFF-AR-10000634,Office Supplies,23,81.32,81.32,0.0035399603667822114,99.25051116349708,C,9.4588,0.0033026879762416183,126.51770208684378,C
OFF-AR-10000657,Office Supplies,22,45.15,45.15,0.001965435447125146,99.78309406521183,C,13.459,0.0046994203780855864,126.2772523796812,C
OFF-AR-10000658,Office Supplies,23,263.34000000000003,263.34000000000003,0.011463516514860154,95.86294992125374,C,72.072,0.025165066163116454,117.93876165158453,C
OFF-AR-10000716,Office Supplies,20,94.86,94.86,0.0041293733447240605,98.9523782000998,C,26.784,0.009352052560119202,124.76317074773539,C
OFF-AR-10000799,Office Supplies,7,37.696,37.696,0.001640953590583156,99.85160148340053,C,7.478400000000001,0.002611200338470559,126.63617915688661,C
OFF-AR-10000817,Office Supplies,30,88.16,88.16,0.003837714042492865,99.09175290848214,C,27.968,0.009765464680458998,124.63962672555952,C
OFF-AR-10000823,Office Supplies,12,19.292,19.292,0.0008398046654692872,99.96993654268854,C,3.5672,0.0012455436787805114,126.7580543767922,C
OFF-AR-10000896,Office Supplies,8,24.272,24.272,0.0010565902363814295,99.95380273365139,C,4.8544,0.0016949896933931695,126.731081645183,C
OFF-AR-10000914,Office Supplies,10,102.608,102.608,0.004466653385572912,98.79388087133229,C,16.324,0.005699779942928087,125.94607054881932,C
OFF-AR-10000937,Office Supplies,13,431.28999999999996,431.28999999999996,0.018774588128252584,93.51831207391434,C,165.206,0.05768425908180454,106.64069793292815,C
OFF-AR-10000940,Office Supplies,24,65.268,65.268,0.0028411969161232344,99.51358254329848,C,13.7592,0.004804239903867687,126.24400556048076,C
OFF-AR-10001022,Office Supplies,5,14.2,14.2,0.0006181435957735785,99.98518544869643,C,4.402,0.001537027156871443,126.7391245710009,C
OFF-AR-10001026,Office Supplies,14,30.799999999999997,30.799999999999997,0.0013407621654807195,99.9078520717723,C,13.552,0.0047318927828082225,126.26784393686987,C
OFF-AR-10001044,Office Supplies,27,618.562,618.562,0.026926770344288472,89.95362673815721,B,120.3337,0.04201639363626105,111.8004184538626,C
OFF-AR-10001118,Office Supplies,5,16.176000000000002,16.176000000000002,0.0007041613243122118,99.97989431364157,C,6.739999999999999,0.002353376428285671,126.66351690625818,C
OFF-AR-10001130,Office Supplies,8,15.469999999999999,15.469999999999999,0.0006734282694800886,99.98261092415127,C,6.0996,0.0021297707510343146,126.68551273555349,C
OFF-AR-10001149,Office Supplies,30,80.952,80.952,0.0035239408707790653,99.25756148298802,C,23.778,0.008302460639729479,125.12215370569258,C
OFF-AR-10001166,Office Supplies,8,60.64,60.64,0.002639734341388014,99.57378768355858,C,23.6496,0.008257627771273712,125.13869507882517,C
OFF-AR-10001177,Office Supplies,14,42.64,42.64,0.001856172036886295,99.80992541507993,C,10.0368,0.003504505717421012,126.47373179719045,C
OFF-AR-10001216,Office Supplies,10,26.688000000000002,26.688000000000002,0.001161761710141216,99.93821911594574,C,6.116,0.0021354970675660483,126.68338296480245,C
OFF-AR-10001221,Office Supplies,14,75.348,75.348,0.003279991806644197,99.36607859366306,C,20.0928,0.00701571541517186,125.62302640733073,C
OFF-AR-10001227,Office Supplies,8,23.52,23.52,0.0010238547445489132,99.95902091034945,C,6.3504000000000005,0.0022173414940927787,126.67253815928889,C
OFF-AR-10001231,Office Supplies,14,29.4,29.4,0.0012798184306861413,99.92605818544864,C,8.232,0.0028743315664165646,126.60079596770451,C
OFF-AR-10001246,Office Supplies,32,79.96799999999999,79.96799999999999,0.0034811061314663047,99.28208463243202,C,13.1712,0.004598930506266504,126.2957530608983,C
OFF-AR-10001315,Office Supplies,25,38.72,38.72,0.001685529579461476,99.8399787296129,C,7.48,0.002611759003498045,126.63356795654815,C
OFF-AR-10001374,Office Supplies,21,123.12,123.12,0.005359566162791761,98.4554334532434,C,30.5856,0.010679440665426443,124.29171182962753,C
OFF-AR-10001419,Office Supplies,34,128.03,128.03,0.005573304546964173,98.35187359301904,C,29.736,0.010382789535831265,124.41806045499101,C
OFF-AR-10001427,Office Supplies,11,59.800000000000004,59.800000000000004,0.0026031681005112676,99.58683560658437,C,11.1228,0.00388369960482728,126.42287501832612,C
OFF-AR-10001446,Office Supplies,20,196.35000000000002,196.35000000000002,0.008547358804939589,97.04167249044455,C,34.65,0.012098589501498296,123.8140186986448,C
OFF-AR-10001468,Office Supplies,7,209.664,209.664,0.009126933722836026,96.76933322276801,C,49.7952,0.017386772985425913,121.41726482904963,C
OFF-AR-10001473,Office Supplies,10,28.208,28.208,0.001227929193632472,99.9323319511646,C,4.264,0.0014888422982507572,126.74515965471,C
OFF-AR-10001545,Office Supplies,23,36.608,36.608,0.001593591602399941,99.86774617524746,C,7.8671999999999995,0.002746955940149708,126.61495547249241,C
OFF-AR-10001547,Office Supplies,30,61.438,61.438,0.002674472270220924,99.56849637437875,C,13.039,0.004552770808370455,126.31403132360136,C
OFF-AR-10001573,Office Supplies,21,48.93,48.93,0.002129983531070507,99.73005865063162,C,14.189699999999998,0.004954555712825695,126.20023450474285,C
OFF-AR-10001615,Office Supplies,25,460.288,460.288,0.020036907000804856,92.95567463879203,C,93.248,0.032558997801896486,115.02659749900594,C
OFF-AR-10001662,Office Supplies,30,75.62400000000001,75.62400000000001,0.003292006428646557,99.35294243281552,C,15.618,0.005453268999549794,126.00733871388556,C
OFF-AR-10001683,Office Supplies,19,171.39,171.39,0.0074608190760305365,97.51072102626102,C,55.357,0.019328762454096423,120.39086417636435,C
OFF-AR-10001725,Office Supplies,13,297.99,297.99,0.012971873951025963,95.34127472919259,C,70.477,0.024608146963841136,118.11268119762009,C
OFF-AR-10001761,Office Supplies,24,123.80799999999999,123.80799999999999,0.0053895156553193805,98.4500738870806,C,34.1056,0.011908503725896113,123.89779170667953,C
OFF-AR-10001770,Office Supplies,13,34.58,34.58,0.0015053102494260806,99.88790875693566,C,8.9908,0.0031392784557019017,126.5433602447268,C
OFF-AR-10001860,Office Supplies,27,173.5,173.5,0.007552669990613794,97.48822155706213,C,53.576800000000006,0.01870717777788958,120.71448566324239,C
OFF-AR-10001868,Office Supplies,24,38.976,38.976,0.0016966735766810563,99.83659905126862,C,18.816,0.006569900723237862,125.73783535263614,C
OFF-AR-10001897,Office Supplies,24,402.976,402.976,0.017542044623271382,93.88030349328525,C,92.10879999999999,0.03216122830232629,115.15590320819308,C
OFF-AR-10001915,Office Supplies,31,287.97,287.97,0.01253569093485334,95.4561580224043,C,109.4286,0.03820870739173612,113.12183792168243,C
OFF-AR-10001919,Office Supplies,17,30.832,30.832,0.0013421551651331672,99.90651130960681,C,8.1404,0.002842347993592979,126.60938027485061,C
OFF-AR-10001940,Office Supplies,15,45.919999999999995,45.919999999999995,0.0019989545012621636,99.77123458854577,C,17.875999999999998,0.006241685019589712,125.80818025315364,C
OFF-AR-10001953,Office Supplies,27,1073.112,1073.112,0.04671389509491384,84.3961454875483,B,206.26620000000003,0.07202107018279792,103.36281883897807,C
OFF-AR-10001954,Office Supplies,17,75.306,75.306,0.0032781634946003595,99.36935675715766,C,14.6211,0.005105185770861666,126.1449892375048,C
OFF-AR-10001955,Office Supplies,28,511.872,511.872,0.022282422440550224,91.90388040444526,C,123.00800000000001,0.042950167313140046,111.20648856943043,C
OFF-AR-10001958,Office Supplies,19,275.076,275.076,0.011974399137395274,95.68788016268353,C,42.7896,0.01494065816257753,122.58080615368353,C
OFF-AR-10001972,Office Supplies,14,21.168,21.168,0.0009214692700940218,99.96387594945064,C,3.7632000000000003,0.0013139801446475725,126.74915428423934,C
OFF-AR-10001988,Office Supplies,13,77.87,77.87,0.003389777591752716,99.31626884390307,C,22.582299999999996,0.007884963281376188,125.32401215958589,C
OFF-AR-10002053,Office Supplies,29,81.652,81.652,0.003554412738176355,99.24342671551464,C,19.4296,0.006784148761278824,125.67821580806603,C
OFF-AR-10002067,Office Supplies,27,531.712,531.712,0.023146082225067675,91.49800832067879,C,135.30880000000002,0.04724518404445405,109.67963672787026,C
OFF-AR-10002135,Office Supplies,25,1166.44,1166.44,0.050776578581276974,82.85247046056921,B,310.89,0.10855210649699293,95.2487669322714,C
OFF-AR-10002221,Office Supplies,8,18.2,18.2,0.000792268552329516,99.97314766807486,C,3.016,0.0010530835768115111,126.76950917468264,C
OFF-AR-10002240,Office Supplies,16,573.648,573.648,0.02497160826960013,90.75641831458,C,126.8064,0.0442764380883923,110.7271630192374,C
OFF-AR-10002255,Office Supplies,11,31.104,31.104,0.001353995662178971,99.90516915444168,C,8.6112,0.0030067351779307972,126.58015025719781,C
OFF-AR-10002257,Office Supplies,18,50.768,50.768,0.0022099939486079604,99.70182246061403,C,9.2852,0.0032420728207593645,126.52746119670955,C
OFF-AR-10002280,Office Supplies,9,54.348,54.348,0.0023658357847255247,99.66086948970676,C,22.3215,0.007793900881895937,125.37884373537108,C
OFF-AR-10002335,Office Supplies,19,44.891999999999996,44.891999999999996,0.001954204387427288,99.78897391674482,C,8.6172,0.0030088301717838706,126.57714352201988,C
OFF-AR-10002375,Office Supplies,26,82.656,82.656,0.003598118102271895,99.22914899145192,C,22.107200000000002,0.007719074684777003,125.39434613121878,C
OFF-AR-10002399,Office Supplies,27,110.76,110.76,0.004821520047033913,98.63475029362898,C,42.8982,0.014978577551318161,122.56586549552095,C
OFF-AR-10002445,Office Supplies,30,209.56799999999998,209.56799999999998,0.009122754723878683,96.77845597749189,C,77.88,0.027193020212891408,117.12783425917863,C
OFF-AR-10002467,Office Supplies,13,37.548,37.548,0.0016345109671905866,99.85323599436772,C,9.267800000000001,0.003235997338585452,126.53069719404814,C
OFF-AR-10002578,Office Supplies,12,34.56,34.56,0.001504439624643301,99.8894131965603,C,10.0224,0.003499477732173637,126.47723127492263,C
OFF-AR-10002656,Office Supplies,24,149.632,149.632,0.006513666374844514,97.95760754704438,C,48.630399999999995,0.01698006484541595,121.67483245165319,C
OFF-AR-10002671,Office Supplies,8,1113.024,1113.024,0.04845131391142898,83.54044665251337,B,111.3024,0.03886297397205091,112.89103674362674,C
OFF-AR-10002704,Office Supplies,1,14.98,14.98,0.0006520979623019864,99.98392608994814,C,4.494,0.0015691503959519,126.73758754384403,C
OFF-AR-10002766,Office Supplies,22,56.156,56.156,0.0024445402650888084,99.62966538333589,C,11.5092,0.0040186172089652005,126.38740921655311,C
OFF-AR-10002804,Office Supplies,8,37.164,37.164,0.0016177949713612166,99.85973903912023,C,14.083200000000001,0.004917369571933646,126.20515187431478,C
OFF-AR-10002818,Office Supplies,9,197.82,197.82,0.008611349726473894,96.96440780581581,C,59.346000000000004,0.020721584200747992,119.71177342030288,C
OFF-AR-10002833,Office Supplies,18,30.576,30.576,0.0013310111679135871,99.90918308294022,C,6.6612,0.002325862175681975,126.66584276843386,C
OFF-AR-10002952,Office Supplies,24,293.7,293.7,0.01278512493511972,95.40562974601106,C,63.012,0.022001625444975775,119.1613460832298,C
OFF-AR-10002956,Office Supplies,23,444.60200000000003,444.60200000000003,0.019354075983670747,93.25138299923177,C,69.9918,0.024438731794255944,118.1861584631136,C
OFF-AR-10002987,Office Supplies,24,436.48,436.48,0.019000515259383913,93.40504731570509,C,155.54559999999998,0.054311179312099646,107.59297707459358,C
OFF-AR-10003045,Office Supplies,32,90.55199999999999,90.55199999999999,0.003941840766513316,99.05684172531747,C,38.808,0.01355042024167809,123.25131277718167,C
OFF-AR-10003056,Office Supplies,23,96.72800000000001,96.72800000000001,0.004210689699435684,98.90235871682964,C,26.8356,0.009370069507255632,124.75381869517527,C
OFF-AR-10003087,Office Supplies,15,24.92,24.92,0.0010847984793434914,99.95167736443166,C,5.696,0.0019888474978509174,126.69979919696888,C
OFF-AR-10003156,Office Supplies,14,138.176,138.176,0.0060149724992683085,98.17666601454569,C,32.9184,0.011493974275501341,124.01458042117613,C
OFF-AR-10003158,Office Supplies,26,90.744,90.744,0.003950198764428,99.04500218595892,C,22.4472,0.007837791003117822,125.35538773027675,C
OFF-AR-10003179,Office Supplies,28,229.572,229.572,0.00999355363161493,96.48460936108765,C,58.6684,0.02048498956160758,119.83550082427399,C
OFF-AR-10003183,Office Supplies,24,65.464,65.464,0.0028497290389944752,99.5050545994262,C,9.352,0.0032653970856569136,126.52096748392944,C
OFF-AR-10003190,Office Supplies,17,47.232,47.232,0.0020560674870125114,99.7509493793569,C,11.9808,0.004183283725816761,126.37929446736261,C
OFF-AR-10003217,Office Supplies,11,46.944,46.944,0.002043530490140484,99.75709181132437,C,8.2152,0.0028684655836279595,126.60653792685702,C
OFF-AR-10003251,Office Supplies,17,43.924,43.924,0.001912066147940751,99.79858718147132,C,15.568000000000001,0.005435810717440851,126.012774524603,C
OFF-AR-10003338,Office Supplies,20,139.872,139.872,0.006088801480848027,98.13432892435875,C,28.272000000000002,0.00987161103568138,124.57096253386064,C
OFF-AR-10003373,Office Supplies,32,873.636,873.636,0.03803045763642578,86.80175642714994,B,149.9432,0.052355013718356685,108.28626319475437,C
OFF-AR-10003394,Office Supplies,24,67.032,67.032,0.0029179860219644025,99.47050263604689,C,15.5232,0.005420168096671236,126.0344790100865,C
OFF-AR-10003405,Office Supplies,19,95.94,95.94,0.004176387082994164,98.91911972396028,C,17.0235,0.005944021309632214,125.89989304347554,C
OFF-AR-10003469,Office Supplies,27,42.944,42.944,0.0018694055335845465,99.80806924304305,C,18.233600000000003,0.0063665466532328826,125.78306630484055,C
OFF-AR-10003477,Office Supplies,6,8.04,8.04,0.0003499911626774346,99.9984065825228,C,2.7336,0.0009544791994601946,126.77446596505558,C
OFF-AR-10003478,Office Supplies,31,219.78,219.78,0.009567295737965992,96.58230029612008,C,68.376,0.023874549949623302,118.4265221707785,C
OFF-AR-10003481,Office Supplies,24,65.6,65.6,0.0028556492875173767,99.4964970543113,C,9.7088,0.003389979386786339,126.49430317033193,C
OFF-AR-10003504,Office Supplies,32,127.54400000000001,127.54400000000001,0.005552148364742627,98.36299216799496,C,30.3024,0.010580556955561383,124.33417107004776,C
OFF-AR-10003514,Office Supplies,44,171.14,171.14,0.00744993626624579,97.51817096252726,C,53.8096,0.018788463539388824,120.639483870722,C
OFF-AR-10003560,Office Supplies,20,100.928,100.928,0.0043935209038194175,98.82492743814869,C,20.671999999999997,0.007217952155121868,125.55907190147981,C
OFF-AR-10003582,Office Supplies,20,523.59,523.59,0.022792521500780847,91.56668642485614,C,118.22999999999999,0.04128185387480933,112.13304104691383,C
OFF-AR-10003602,Office Supplies,15,80.592,80.592,0.003508269624689031,99.26810945048132,C,34.164,0.011928894999399359,123.88588320295364,C
OFF-AR-10003631,Office Supplies,30,123.904,123.904,0.005393694654276723,98.44468437142528,C,26.619999999999997,0.009294789394801864,124.7817952430892,C
OFF-AR-10003651,Office Supplies,20,62.32,62.32,0.002712866823141508,99.55234924478246,C,15.744,0.005497263870464333,125.99641646343257,C
OFF-AR-10003696,Office Supplies,4,124.488,124.488,0.00541911689793389,98.4338746941223,C,26.2808,0.009176352408974787,124.81869548715345,C
OFF-AR-10003723,Office Supplies,6,20.279999999999998,20.279999999999998,0.0008828135297386035,99.9656576830686,C,7.5036000000000005,0.0026199993126534665,126.63095619754465,C
OFF-AR-10003727,Office Supplies,17,254.85000000000002,254.85000000000002,0.011093936294570176,96.0437315443051,C,49.780699999999996,0.01738171008361432,121.43464653913324,C
OFF-AR-10003732,Office Supplies,33,86.73599999999999,86.73599999999999,0.0037757255579589514,99.13367514596008,C,18.848399999999998,0.006581213690044458,125.7246899645394,C
OFF-AR-10003752,Office Supplies,17,182.49,182.49,0.007944015830473264,97.26442009986916,C,76.461,0.026697554166639572,117.37014470496494,C
OFF-AR-10003759,Office Supplies,35,59.696,59.696,0.0025986408516408127,99.59203288828766,C,24.660999999999998,0.008610773901773432,124.98748317116309,C
OFF-AR-10003770,Office Supplies,9,25.92,25.92,0.001128329718482476,99.94503536796384,C,7.5168,0.0026246082991302276,126.62833619823199,C
OFF-AR-10003772,Office Supplies,5,43.75,43.75,0.0019044917123305677,99.8023965131459,C,13.125,0.004582799053597839,126.3003358599519,C
OFF-AR-10003811,Office Supplies,18,39.78,39.78,0.0017316726929487998,99.83146027555074,C,10.7406,0.0037502484963865108,126.43415802672062,C
